Age,Annual_Income,Family_Size,Product_Price,Availability,Discount_Percentage,Previous_Purchases,Website_Visits,Time_Spent_Minutes,Cart_Additions,Need_Score,Purchased
49,179136,5,5106,1,19,21,49,87,3,6,1
32,146534,4,27098,1,20,29,23,5,2,7,1
33,28720,3,37413,1,12,17,5,108,14,2,0
39,146204,7,42528,0,5,16,29,79,5,1,0
45,194012,4,30187,1,28,11,5,94,8,5,0
37,99993,2,37775,0,41,19,39,97,7,2,1
50,67113,1,24462,0,8,23,35,54,1,9,0
27,68926,1,4585,1,28,21,35,38,18,3,1
57,189275,2,1335,0,37,11,17,19,14,2,1
49,156464,7,43774,0,0,4,30,69,7,7,0
50,45905,7,42768,1,29,0,2,73,18,6,0
19,70385,5,48762,0,49,18,15,71,4,8,1
50,50653,2,32083,0,31,29,23,24,11,9,1
50,111865,7,24139,0,22,6,42,105,11,3,1
58,145813,1,30516,1,38,14,26,118,8,8,1
30,165871,7,1245,0,9,13,11,80,17,4,0
47,35052,3,23904,0,43,25,24,101,9,2,1
50,157116,7,47344,0,20,2,9,10,4,4,0
30,170943,5,1575,1,25,4,14,85,14,4,0
43,171306,6,10147,1,14,5,24,21,19,8,0
39,41381,4,12256,1,16,24,7,111,18,8,0
56,168346,6,30521,1,34,10,10,15,9,7,0
19,103108,3,28055,1,24,18,33,64,16,4,1
55,69892,6,22163,1,14,21,33,13,5,2,0
56,111501,7,48544,1,32,26,46,116,8,1,1
43,103391,5,21899,0,10,1,27,114,16,2,0
63,37920,1,21422,0,23,24,8,119,17,2,0
32,36702,1,34472,1,5,11,14,71,13,3,0
51,21894,3,15032,1,27,24,7,40,5,5,0
59,50985,6,46461,1,28,22,18,8,10,1,0
61,179359,5,44339,0,47,13,26,107,18,5,1
57,145702,4,37915,0,20,26,41,105,15,7,1
28,93527,7,43064,0,11,8,15,38,1,1,0
20,166511,6,41043,0,21,19,33,52,6,4,1
23,148676,6,24103,1,26,15,11,2,5,2,0
26,62235,4,22601,0,20,25,19,101,14,8,1
23,178731,2,31192,0,14,16,42,22,12,2,0
26,44976,7,15083,0,17,16,18,119,6,1,0
56,102643,3,29868,1,9,1,22,118,19,2,0
48,127631,7,34704,1,21,9,36,4,2,4,0
49,76697,5,22388,1,43,29,18,52,14,5,1
58,90382,3,46860,0,19,10,18,111,19,2,0
29,36651,4,6576,0,18,2,22,7,2,4,0
25,34633,5,48937,0,27,29,25,1,14,7,1
25,99164,1,32702,1,36,1,44,83,2,5,1
45,20569,1,42184,1,49,3,31,58,14,8,1
37,87509,7,10062,0,43,7,9,62,0,9,1
64,143425,5,28539,0,0,18,38,94,19,1,0
24,121126,3,3500,1,33,19,19,114,10,1,1
28,147522,3,24540,0,34,17,25,66,3,3,1
37,53038,1,46797,0,25,0,15,55,18,8,0
33,58138,1,24710,0,29,29,5,117,9,1,0
21,179829,4,29675,1,11,23,11,13,3,2,0
23,130740,5,19828,1,13,22,13,28,15,1,0
39,131174,3,29167,1,38,25,34,14,0,1,1
43,69272,4,24403,1,3,1,8,3,12,9,0
20,157980,3,45362,1,11,7,25,16,18,1,0
58,161916,1,42840,1,23,28,27,89,13,4,1
59,71455,5,1728,1,39,9,11,46,12,7,1
31,88447,2,39632,1,30,18,18,111,3,5,0
28,97108,5,9621,1,0,6,10,3,9,5,0
35,194138,6,38613,0,36,16,33,98,7,7,1
29,191076,2,42619,0,0,27,36,3,8,6,0
40,58333,7,25480,0,14,28,17,41,13,6,0
29,141219,7,29023,0,12,29,49,29,7,8,1
30,103029,4,34158,1,28,2,5,40,0,9,0
42,59697,2,28980,0,44,24,23,19,10,2,1
62,37634,2,19070,0,3,14,3,20,15,4,0
36,145520,4,38991,0,14,3,39,21,0,9,0
63,44561,5,5030,1,43,16,37,20,18,1,1
53,169105,4,35418,0,39,10,10,92,19,8,1
62,75063,6,41639,0,47,29,27,47,17,1,1
25,45921,1,42997,0,11,5,7,91,6,4,0
46,39340,7,29943,1,24,16,49,44,8,9,1
49,82781,1,49208,0,26,9,29,110,5,4,0
61,34901,7,32674,1,5,0,49,114,19,5,0
35,30638,2,39851,1,22,17,39,89,5,9,1
23,189668,4,9957,0,14,13,6,2,0,8,0
35,64324,4,23613,1,38,18,9,117,5,1,0
36,108356,4,34998,1,4,28,8,43,15,3,0
39,52642,6,23693,0,22,17,14,57,3,4,0
54,45378,6,22783,1,14,23,38,88,2,3,0
49,70867,5,36608,0,24,21,9,97,8,9,0
58,93686,3,18984,0,29,0,11,19,7,6,0
20,62875,7,5407,0,43,21,11,90,6,3,1
45,138171,3,13004,1,42,0,40,64,11,8,1
27,120061,3,39635,0,3,8,35,46,0,9,0
52,84377,7,17981,0,12,13,11,41,11,4,0
46,74691,5,29278,0,49,2,36,67,15,5,1
32,69063,4,13682,1,39,11,3,91,13,3,0
50,111782,3,36012,0,38,16,45,14,10,5,1
24,98343,4,43011,1,22,16,19,20,19,2,0
29,103071,2,42519,1,15,1,8,35,18,2,0
47,156564,3,8125,0,34,28,28,87,18,5,1
38,141399,2,49544,1,15,5,1,25,12,7,0
48,51357,5,41714,0,47,0,40,4,11,1,1
41,52314,1,44044,1,6,22,30,57,9,3,0
37,199769,6,19288,0,44,26,41,2,14,1,1
54,90283,7,7704,0,12,11,38,66,12,8,1
21,79567,5,40007,1,49,3,11,89,12,2,1
45,67006,5,49079,0,28,22,29,111,14,6,1
61,161758,5,27390,0,38,15,31,87,16,6,1
37,188521,3,40696,1,19,19,10,21,10,9,0
41,81606,2,6303,1,49,10,35,117,9,6,1
49,38891,6,7971,1,28,19,40,109,3,6,1
58,121732,3,14762,1,17,29,29,89,16,1,1
53,187795,1,36882,1,21,19,37,91,13,7,1
51,49877,7,11545,0,35,25,2,52,1,6,0
53,34026,7,11138,0,40,27,48,75,6,8,1
19,40422,6,45940,0,47,9,1,78,15,1,0
32,160316,7,45922,1,35,7,32,81,16,8,1
51,53481,7,3605,1,7,1,24,118,3,8,0
53,109180,5,41578,0,2,7,2,15,2,1,0
23,129384,4,19169,1,28,25,3,46,4,7,0
56,78031,1,14518,0,8,26,9,115,5,7,0
59,159593,2,16511,0,7,0,49,31,5,7,0
29,152818,1,33133,1,29,28,24,62,5,3,1
20,103127,3,9598,1,11,22,12,34,18,3,0
62,112254,7,47600,1,45,6,34,36,10,8,1
35,88232,4,21559,1,27,21,34,104,18,8,1
57,163084,3,22303,1,41,13,23,44,13,8,1
38,100224,6,28130,1,48,3,19,63,14,3,1
32,174529,5,21160,0,42,20,32,77,4,4,1
50,49960,7,19874,1,9,16,49,119,11,2,0
52,107695,5,47017,0,12,1,28,18,12,3,0
43,150066,1,33478,0,1,25,26,81,17,5,0
25,158982,5,45348,0,0,22,49,45,2,3,0
53,22693,5,21030,1,21,1,45,108,11,4,1
47,135313,6,13593,0,32,7,12,39,4,7,0
40,166930,2,37895,1,15,6,43,92,12,3,0
59,48810,2,13738,1,41,25,31,26,12,1,1
61,40092,3,5824,1,28,7,11,112,5,1,0
31,199772,7,302,1,9,19,40,78,15,4,0
31,78105,3,33269,1,38,16,4,101,2,1,0
19,181577,2,2127,0,6,22,18,75,6,6,0
54,48555,1,46823,1,0,16,29,96,9,4,0
22,91934,2,14907,0,25,6,47,24,3,5,1
55,92788,3,28526,1,44,24,39,117,11,6,1
62,97257,4,41949,1,4,4,47,58,5,2,0
58,37939,7,278,1,34,29,31,117,17,1,1
64,162897,5,5917,0,12,14,28,95,6,2,0
31,175223,6,34847,0,26,1,27,104,1,6,0
56,148068,4,7285,0,11,10,30,105,7,9,0
42,20036,4,4084,0,29,29,49,50,17,8,1
37,113948,5,22149,1,49,16,42,72,12,1,1
19,103707,2,21505,1,31,23,11,39,2,5,0
56,59051,7,10336,0,30,12,14,72,12,7,0
23,100738,1,21996,0,4,3,4,111,6,8,0
34,93596,4,35851,0,36,23,36,31,0,7,1
42,80071,1,14735,0,1,17,1,83,17,1,0
45,150613,6,8642,1,37,28,44,36,15,4,1
19,93601,6,37150,1,6,13,39,39,10,4,0
52,49873,6,44478,1,0,18,37,96,16,9,0
54,187720,3,31442,0,2,2,33,21,4,6,0
22,91468,4,44890,0,19,3,21,23,5,6,0
18,46470,6,8088,1,1,24,24,54,13,5,0
57,28328,3,32170,0,41,8,40,36,13,5,1
29,157405,6,32055,0,42,20,13,15,18,9,1
53,141173,2,12696,0,20,22,49,2,4,2,1
62,66638,4,23759,1,44,13,34,76,17,5,1
40,31268,3,10516,0,31,28,38,102,10,1,1
64,133920,6,19271,1,47,29,29,70,11,5,1
48,130379,7,32677,0,19,24,36,110,18,4,1
28,168117,3,45403,0,42,16,40,38,16,4,1
27,191813,6,22836,1,49,28,47,65,16,4,1
20,193842,2,45371,1,30,1,5,102,1,3,0
31,27887,1,4908,1,42,13,20,50,5,6,1
33,44918,6,38756,1,32,21,29,90,18,3,1
27,55497,1,5837,0,23,15,11,117,5,6,0
46,113562,4,35226,0,17,18,8,112,0,6,0
27,31929,2,29752,1,19,15,28,87,13,2,0
29,122201,7,5490,1,31,10,49,1,1,9,1
47,136566,4,20700,0,4,27,41,21,11,8,1
58,48546,7,506,0,1,26,18,57,16,7,0
18,188410,1,32864,0,25,13,30,19,3,9,1
22,185355,2,49317,1,24,6,14,29,3,8,0
37,102494,5,33095,1,49,4,9,50,6,9,1
25,66566,2,46037,0,21,25,10,90,12,8,0
60,105464,2,18668,1,38,7,25,34,16,3,1
29,148279,7,10533,0,21,28,27,115,13,1,1
18,101991,5,29477,1,10,16,2,81,16,6,0
37,112680,3,23284,1,10,29,3,82,15,3,0
45,48013,3,48581,0,44,24,29,54,15,3,1
60,72132,3,9221,0,3,13,37,32,5,6,0
54,179156,1,28712,1,32,26,27,4,1,9,1
64,127855,2,22307,0,17,9,4,30,16,5,0
54,172215,6,10895,1,30,21,35,95,1,1,1
29,111627,5,17664,0,43,11,27,18,17,7,1
54,142772,6,48703,0,27,4,19,69,19,9,1
61,165251,1,42099,1,41,7,10,96,11,2,0
45,161294,5,1201,0,21,27,26,29,3,9,1
64,84068,6,34967,1,39,11,7,12,8,5,0
32,175021,7,613,1,2,3,27,15,10,1,0
23,36116,1,11424,1,6,27,30,79,16,4,0
61,71369,1,15591,1,19,12,12,99,12,8,0
37,199889,1,13793,0,42,24,40,53,18,3,1
31,123100,5,16023,1,6,20,5,35,7,5,0
19,49655,6,34700,1,6,16,13,107,4,2,0
26,67632,6,10972,1,28,23,41,52,9,5,1
54,165265,4,43158,0,25,24,4,53,14,9,0
37,181848,1,7237,1,40,20,2,14,18,3,1
43,194297,3,11458,1,2,28,37,103,8,7,0
46,199884,2,5907,0,42,4,34,18,15,6,1
18,38895,7,48750,1,16,5,6,38,15,2,0
52,172281,7,26603,1,39,8,26,86,7,7,1
23,43086,4,14959,0,19,4,11,38,2,4,0
54,105637,4,48005,1,33,1,42,55,2,6,1
22,178279,5,22334,1,32,2,1,11,9,7,0
50,127334,4,11179,0,15,10,34,67,11,9,1
31,171969,6,31075,0,22,9,21,53,14,7,0
29,83083,5,4443,0,3,2,10,78,14,3,0
59,115028,5,4728,1,40,8,5,44,18,9,1
37,86957,7,22668,1,39,7,26,25,13,6,1
41,117551,7,28206,0,32,15,44,62,10,4,1
60,98506,3,9081,1,7,28,19,14,5,5,0
51,158355,1,34168,0,4,28,21,47,11,1,0
42,114024,4,34815,1,32,21,34,95,17,4,1
46,101481,1,2342,0,24,20,29,89,1,3,0
56,20255,1,48497,0,6,25,38,55,15,6,1
48,35487,1,36524,0,46,1,15,105,3,9,1
64,39346,5,49559,1,6,24,40,83,3,3,0
60,55050,1,34318,0,32,9,16,12,16,5,1
40,28744,4,40234,0,40,23,18,7,19,2,1
61,175828,5,2942,1,32,13,49,49,9,9,1
55,81596,4,16117,0,28,4,1,14,17,8,0
37,176218,5,13936,1,43,21,11,29,18,4,1
40,139640,2,14286,0,38,24,36,47,10,8,1
62,75032,2,34532,0,40,0,32,14,13,4,1
33,62687,2,22857,0,31,12,28,87,3,2,0
59,197175,2,47288,0,36,3,6,51,15,9,0
25,173048,5,31216,0,43,20,7,115,2,2,0
38,82863,1,36816,0,28,8,40,14,10,1,1
18,151663,3,20556,0,21,15,24,87,4,1,0
25,26277,7,3734,1,1,27,10,8,1,3,0
46,81860,6,49466,0,49,20,30,77,11,7,1
49,153332,3,35940,1,8,20,17,100,12,6,0
55,44741,2,20956,1,28,27,44,108,1,3,1
22,139720,1,2559,1,32,27,8,65,4,5,0
64,57211,4,36574,1,9,18,12,37,18,6,0
39,192614,1,31619,1,27,23,26,90,4,2,1
64,26869,4,17690,1,45,13,17,68,2,3,1
51,107616,3,8701,0,45,22,35,16,18,4,1
18,114515,1,3569,0,38,23,46,89,18,8,1
43,170494,1,24891,0,11,19,44,83,10,1,0
60,186685,6,37715,0,21,7,5,20,11,9,0
27,80110,3,448,0,5,9,45,90,18,1,0
47,54033,1,36519,1,44,19,11,115,19,3,1
35,65213,4,2978,1,39,0,16,96,9,3,0
34,32938,7,11957,1,22,19,42,67,16,9,1
43,150842,1,37617,0,33,4,30,112,11,3,1
25,22274,4,44129,0,41,25,40,71,2,3,1
64,104390,2,20478,0,37,14,6,32,7,2,0
57,182887,1,44172,0,15,7,20,69,7,4,0
29,170033,4,102,1,9,27,20,85,12,8,0
44,40044,7,25758,1,46,9,24,30,12,6,1
25,119372,3,23367,0,20,5,27,20,9,1,0
42,173047,2,45562,1,9,14,3,58,14,5,0
63,34706,1,14453,0,10,14,24,29,15,8,0
21,157046,6,1617,0,20,26,10,24,12,1,0
50,96464,4,42955,0,24,9,25,1,10,6,0
18,41213,7,20063,1,33,20,28,107,11,7,1
36,21950,6,13275,1,30,18,18,89,13,5,1
48,30411,1,30467,1,26,3,42,27,19,4,1
33,148603,4,17332,0,24,21,45,89,2,7,1
31,197228,1,37904,0,41,5,14,21,14,9,1
22,82744,2,49457,0,31,14,1,17,10,4,0
58,168843,7,26568,1,43,5,20,92,2,3,1
43,55053,7,620,0,10,17,47,32,17,4,1
45,158117,2,21597,0,46,10,25,44,7,5,1
19,77623,1,48573,1,25,11,12,114,7,9,0
23,49714,1,27027,0,35,29,48,98,12,1,1
26,185458,5,6358,1,36,7,39,22,5,9,1
50,129283,1,35002,1,32,23,46,42,9,9,1
58,28562,7,15554,0,32,21,9,83,14,8,1
42,75048,1,37706,0,41,29,9,62,4,8,1
30,113295,6,21029,0,35,13,42,48,0,8,1
26,32026,6,24277,0,12,3,41,8,7,4,0
30,126147,2,885,1,13,17,25,2,1,7,0
48,51589,6,8243,1,36,5,30,5,0,2,1
58,128199,1,24192,1,42,5,48,28,15,3,1
28,117274,3,47918,1,39,25,40,4,4,8,1
21,46844,1,13735,1,0,18,28,53,18,4,0
51,174519,7,11082,1,4,1,2,100,10,6,0
55,110415,5,13509,1,29,3,25,1,7,8,1
63,74708,4,48856,0,17,23,18,79,3,8,0
21,90825,7,18641,0,44,4,24,77,13,5,1
55,71574,2,3628,0,36,14,18,95,16,7,1
36,105548,6,36427,0,38,2,27,81,8,1,1
23,169884,3,46988,0,11,28,44,6,3,5,1
51,84230,7,24618,0,33,15,35,88,1,3,1
35,192700,4,25046,1,44,29,34,55,9,4,1
30,60581,3,32180,0,13,12,38,52,18,1,0
58,197700,2,35805,0,37,11,6,77,8,1,0
40,45105,6,24656,1,15,20,49,85,15,3,1
36,99830,5,41006,1,41,8,16,24,19,4,1
62,89157,7,38009,0,10,10,23,62,16,3,0
28,183514,7,49973,1,32,7,28,118,1,2,0
18,107235,7,21875,0,14,27,13,56,18,7,0
41,22347,2,24141,1,47,25,12,86,1,9,1
24,67650,3,935,0,41,6,11,93,15,3,1
42,168182,3,35847,0,9,3,47,24,15,9,1
38,155995,2,43385,0,2,1,49,108,13,8,0
32,144926,7,44984,1,10,27,22,76,19,5,0
18,101147,1,35292,1,10,24,31,20,0,6,0
29,68135,2,47435,0,15,18,27,106,8,1,0
24,39199,6,16204,1,37,21,27,34,14,6,1
32,160138,6,15027,1,29,29,40,15,14,9,1
38,121583,5,4621,0,40,28,26,51,10,7,1
36,112290,2,44186,0,0,22,7,117,4,9,0
46,187647,4,14380,1,37,11,11,4,7,5,0
42,140787,6,47644,1,49,2,22,53,6,5,1
50,197805,6,30853,0,44,18,40,14,5,5,1
49,134427,6,48048,1,33,2,19,65,6,6,0
52,168063,1,49705,1,18,18,38,33,18,4,1
61,173625,4,3559,1,33,18,20,50,13,9,1
55,107493,7,29535,0,35,6,19,111,10,7,1
43,151706,7,28177,1,3,28,19,107,18,3,0
28,32771,2,1248,1,9,13,36,63,13,7,0
52,145607,1,49774,0,16,20,47,50,18,3,1
25,169370,6,37445,1,15,3,27,93,5,3,0
63,99876,7,31136,0,20,5,17,74,0,4,0
31,187071,4,49373,0,27,13,18,36,13,2,0
27,79648,7,20102,0,7,7,20,78,11,8,0
19,95783,4,48540,0,28,17,44,86,11,1,1
63,64440,1,39498,0,5,27,42,114,8,1,0
26,51655,7,36590,0,29,14,41,97,8,1,1
20,63039,6,6030,1,1,18,8,92,13,4,0
38,75255,1,13488,0,46,17,40,71,19,1,1
43,92219,3,19791,1,30,29,11,100,1,3,0
25,31244,6,3742,0,24,14,30,100,13,7,1
19,114594,1,19301,0,22,22,12,50,6,3,0
23,78595,2,7521,1,42,11,23,41,14,2,1
45,190623,7,39915,0,20,17,6,98,7,6,0
46,123898,6,13654,0,15,29,35,101,18,8,1
43,48371,5,5688,0,3,4,15,70,1,4,0
42,179950,6,23871,0,42,26,38,99,0,4,1
29,187229,3,25924,1,45,14,28,27,18,2,1
22,25914,1,48128,0,7,25,7,30,7,5,0
51,47180,5,9416,0,5,8,6,32,6,8,0
54,154760,3,42717,0,26,7,27,83,17,1,0
32,100219,2,42813,1,35,7,2,22,18,2,0
61,98616,6,45662,0,35,2,6,85,12,1,0
53,160988,7,28334,0,23,12,32,69,15,4,1
32,115213,5,19886,1,5,12,29,21,10,7,0
60,178432,7,37200,0,42,11,34,105,9,3,1
40,57805,1,15429,1,32,14,1,56,18,8,0
23,164525,1,15798,1,1,13,15,84,4,6,0
63,146599,2,25427,1,40,0,10,102,11,2,0
61,173775,3,47709,1,15,1,10,31,3,9,0
60,94176,5,16648,1,37,22,10,101,15,9,1
62,114799,2,39857,0,8,3,37,59,1,7,0
38,118385,3,18440,0,4,12,32,70,3,8,0
40,108919,4,3960,1,9,9,36,95,15,1,0
60,158482,4,19259,0,29,20,25,111,10,6,1
33,101462,3,27965,0,6,12,15,43,5,9,0
64,199340,1,34636,1,28,0,9,88,10,6,0
32,185320,1,31855,1,1,10,16,54,9,3,0
42,51159,4,13843,0,19,17,41,118,14,2,1
53,62039,1,6326,0,3,8,19,18,6,8,0
28,67800,7,12818,1,27,5,46,55,14,4,1
32,60761,1,44756,0,7,22,44,29,0,1,0
21,114626,3,39489,1,34,12,12,61,7,8,1
38,138368,6,25630,1,1,4,35,51,4,1,0
30,194735,3,33008,1,40,24,43,76,5,2,1
39,100903,1,49971,0,27,29,5,12,3,1,0
36,191484,3,1750,1,10,9,38,93,14,8,0
51,138998,5,40753,1,35,4,6,61,3,3,0
31,186439,4,47132,1,8,21,14,71,2,9,0
21,156885,6,33883,1,37,9,48,16,15,7,1
63,79894,5,47558,1,0,24,12,12,15,6,0
44,71444,5,41402,0,26,4,22,62,7,6,0
46,185341,1,6392,0,2,19,45,85,5,1,0
64,81748,1,22837,0,38,27,41,68,12,8,1
45,61190,5,25651,1,8,20,4,106,8,3,0
52,60318,5,43643,0,39,10,43,60,8,3,1
25,188090,2,19604,1,27,28,18,81,10,3,1
33,144078,2,16471,0,20,4,31,28,7,9,0
59,59759,7,20910,0,27,4,35,64,12,5,1
53,36498,4,29136,1,44,16,4,95,18,2,1
47,45989,5,49262,0,23,20,9,111,0,4,0
35,176640,3,15647,0,17,4,45,72,16,7,1
19,137035,6,27303,0,8,0,15,110,5,1,0
30,86577,2,9405,1,25,12,42,50,11,2,1
21,125231,1,8913,0,23,3,21,26,3,8,0
43,181171,5,1000,1,5,7,32,40,15,8,0
42,109900,3,3847,1,11,19,9,110,2,3,0
47,191711,6,45124,1,35,22,48,55,16,5,1
28,124679,3,23345,0,8,5,32,112,17,8,0
24,43482,7,3203,0,9,14,16,31,17,9,0
48,89212,3,41386,1,2,14,45,83,17,2,0
61,50048,1,173,1,48,20,5,71,7,8,1
27,154137,2,49502,0,28,15,42,113,7,3,1
56,153108,3,2597,0,6,8,31,5,12,9,0
30,55814,6,29677,0,25,28,25,13,11,5,1
48,167996,2,21112,0,7,23,1,18,14,5,0
24,149493,7,8587,1,42,4,3,82,9,4,0
59,80204,7,49549,0,12,29,21,115,8,8,0
59,52844,4,30123,1,34,25,28,119,2,1,1
53,101943,1,24977,1,18,22,3,50,9,6,0
37,41518,2,45667,0,45,15,42,84,16,7,1
21,168131,7,6617,0,21,29,32,116,14,8,1
24,43052,7,44684,0,15,26,32,113,9,4,0
18,89803,2,46273,0,14,24,49,87,19,9,1
61,91524,3,41112,0,1,6,30,36,13,3,0
62,109572,6,5715,0,37,2,13,113,15,8,1
59,159752,3,10568,0,20,9,34,115,5,5,0
64,87021,6,10979,1,29,26,48,104,6,5,1
30,40043,7,32055,1,6,15,4,52,9,7,0
39,22419,7,13178,0,30,20,18,33,18,5,1
38,141831,1,4690,1,40,11,32,64,17,7,1
39,121799,2,11010,1,40,8,14,71,8,9,1
45,168212,5,44995,0,48,15,32,104,1,5,1
26,194556,7,32076,1,34,8,6,69,8,2,0
43,196282,6,21674,0,3,23,43,96,3,6,0
26,77600,6,40752,0,33,28,17,73,10,9,1
32,136467,3,22816,1,0,21,8,30,16,9,0
27,98497,3,33530,0,9,22,35,96,2,5,0
41,128611,7,8299,0,29,6,24,103,14,2,0
59,157559,7,33536,0,31,10,3,68,1,6,0
25,80692,4,27840,1,2,16,17,89,15,4,0
41,82112,6,9577,1,9,23,36,22,3,4,0
33,182182,1,260,0,8,21,40,59,17,3,0
43,36360,2,43458,0,16,22,17,8,9,1,0
44,103038,2,44305,1,46,9,30,66,5,9,1
54,23017,2,6560,1,2,14,25,37,10,6,0
21,106261,6,16501,0,26,9,22,99,9,3,0
41,86320,3,35401,1,34,26,37,101,0,1,1
36,51127,1,22994,0,3,1,11,56,15,6,0
53,154268,2,37314,1,3,15,12,61,4,4,0
56,95088,6,46027,1,48,6,21,86,8,1,1
27,192372,5,38422,1,31,23,15,65,16,4,1
42,51921,7,48136,1,37,27,12,103,3,2,1
35,24746,4,43377,0,10,20,22,42,1,3,0
36,88535,4,3018,0,43,14,39,112,1,7,1
53,85350,2,46247,1,38,16,35,97,4,7,1
27,101131,3,25729,0,44,21,42,49,1,5,1
50,42063,4,16799,0,5,12,16,68,12,2,0
22,137116,4,47000,1,34,18,33,112,4,9,1
64,108913,4,7169,1,45,20,43,9,0,9,1
52,98946,4,41379,0,31,24,49,8,14,9,1
61,197043,2,39290,1,45,22,14,58,18,6,1
51,154670,6,4627,0,22,7,18,115,13,1,0
50,30564,1,19199,1,41,21,44,86,11,6,1
38,69725,1,15722,0,36,8,16,113,1,8,1
34,106134,3,26381,1,25,18,40,106,19,4,1
39,125940,6,39533,1,33,16,3,113,0,6,0
54,82085,7,39975,0,37,9,43,54,2,8,1
32,37862,5,15631,1,10,13,26,85,10,6,0
52,30265,1,5232,0,49,29,15,48,16,4,1
45,160777,5,29496,0,20,28,36,54,4,7,1
24,82471,1,43339,1,42,27,27,105,16,5,1
49,111080,1,41530,1,23,27,48,28,17,1,1
28,75828,3,27907,1,14,11,17,101,2,3,0
27,136884,4,39650,1,2,26,14,66,14,3,0
26,128007,3,27296,0,1,19,2,110,15,1,0
31,66104,1,16093,0,6,23,27,81,14,4,0
30,60934,6,26058,1,4,21,47,31,16,2,0
42,134420,4,47458,0,44,6,24,109,17,1,1
19,26050,6,39613,1,39,29,40,13,7,6,1
52,195024,6,38502,0,28,28,45,59,13,7,1
24,28484,6,45435,1,40,8,35,109,3,4,1
38,82648,4,39128,1,31,17,4,82,9,5,0
35,79945,6,15045,0,29,6,26,88,19,9,1
20,51323,4,17669,1,7,27,36,31,6,8,1
59,106332,5,23479,0,31,3,4,33,19,2,0
56,114605,7,38977,1,41,22,34,118,0,3,1
58,186433,1,22925,0,1,7,13,53,6,9,0
28,30315,2,1015,0,9,27,40,95,11,5,1
56,67968,6,23948,0,42,17,41,91,3,1,1
41,177591,3,13769,0,42,28,1,36,6,9,1
63,29107,5,9975,1,36,14,1,85,14,8,1
36,75781,3,14953,1,45,6,9,69,1,7,1
21,23869,2,2525,1,2,7,11,75,1,7,0
43,100983,4,32540,0,22,27,16,98,4,8,0
55,178442,2,33293,1,33,0,29,34,2,4,0
59,27971,3,34655,1,17,10,36,61,15,7,1
49,116805,2,35452,1,32,9,15,60,3,8,0
56,45651,1,37516,1,32,4,39,112,14,3,1
62,76974,2,16652,0,16,29,2,3,16,2,0
63,43446,6,33382,1,5,24,10,6,10,2,0
53,189180,1,36303,1,12,1,49,20,3,7,0
57,23823,6,37393,0,20,21,11,4,3,9,0
54,164526,7,19100,1,30,1,30,101,3,8,1
50,155004,7,30902,0,20,18,23,53,18,7,1
53,161292,2,10669,1,32,15,22,103,1,9,1
20,87965,1,25366,0,27,10,42,71,15,4,1
26,179280,1,3304,0,5,13,36,62,19,7,0
25,30510,7,7865,1,7,21,29,81,12,5,0
50,195117,2,10796,1,12,4,45,38,7,1,0
23,161609,5,25028,1,33,3,32,36,18,4,1
58,125935,4,49010,1,39,22,33,34,1,1,1
56,89134,4,14779,1,21,29,39,6,16,1,1
21,92254,4,33985,1,0,18,9,103,11,7,0
30,164854,1,34273,0,12,28,1,66,13,3,0
19,134780,7,44999,0,0,9,18,18,11,9,0
22,145544,4,47965,0,9,22,48,106,12,7,1
61,85587,7,38282,0,4,27,22,27,9,6,0
44,102238,1,39209,1,19,8,48,39,3,2,1
49,95720,7,4274,0,12,17,37,105,6,5,0
38,98004,5,17161,0,36,4,14,51,1,8,0
25,42072,2,41610,0,9,16,22,19,14,4,0
55,101015,7,25495,1,2,22,33,96,3,8,0
25,92746,7,313,1,33,17,6,88,8,9,1
20,196774,2,34534,1,33,26,27,34,5,8,1
61,122260,1,13376,0,29,20,6,89,16,6,0
20,157129,1,9185,1,36,0,44,119,6,2,1
39,148259,7,45136,0,3,13,41,24,15,8,0
23,50916,5,28581,0,33,26,16,25,16,4,1
19,47268,4,31376,0,31,13,47,76,7,1,1
40,195050,5,24697,1,20,13,2,94,2,5,0
61,43259,2,22344,1,40,0,37,115,19,3,1
19,99400,2,30701,1,23,3,29,70,5,3,0
55,54293,6,34129,0,8,22,23,30,17,7,0
34,131581,4,21364,1,40,6,21,97,10,1,1
52,27043,7,13990,1,23,23,13,79,5,3,0
51,127009,2,46412,1,24,11,1,93,12,6,0
40,58893,6,42952,0,35,12,29,54,8,8,1
47,191714,1,48007,0,7,24,48,115,7,6,1
25,181940,2,21158,0,49,14,7,78,12,4,1
39,46309,3,16221,0,40,19,31,25,13,8,1
61,43284,4,38064,1,28,1,45,109,0,5,1
53,146801,6,37452,1,24,25,22,5,4,6,1
22,133259,4,5121,0,34,27,16,2,5,1,1
30,120804,4,22714,1,37,13,28,111,8,4,1
46,89000,3,43050,0,27,29,44,80,19,4,1
48,104179,5,45377,1,18,11,39,103,12,5,1
64,85049,1,43520,1,31,12,25,63,0,1,0
33,49265,4,2731,1,36,13,14,54,5,4,0
59,43880,2,6445,0,48,28,21,38,6,7,1
47,104579,1,40964,1,27,25,19,17,9,6,1
33,151327,2,47774,1,34,2,13,31,3,5,0
29,152574,1,26944,1,7,24,2,1,17,1,0
34,85424,7,6400,1,40,26,36,6,15,8,1
33,90966,1,38712,0,22,12,14,95,18,5,0
29,192438,6,18660,0,39,7,34,70,10,8,1
